epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,2893.88,0.27862,0.20796,0.89938,0.99811,0.99864,0.995,0.98607,0.16158,0.12191,0.78364,0.00026938,0.00026938,0.00026938
371,2901.54,0.29389,0.2139,0.89958,0.99815,0.99864,0.995,0.98126,0.15759,0.12075,0.78186,0.0002674,0.0002674,0.0002674
372,2909.27,0.2773,0.2025,0.90006,0.99814,0.99864,0.995,0.98086,0.15618,0.12275,0.78145,0.00026542,0.00026542,0.00026542
373,2917.34,0.26785,0.2069,0.90589,0.99817,0.99864,0.995,0.98218,0.15585,0.12134,0.78193,0.00026344,0.00026344,0.00026344
374,2925.13,0.29057,0.21097,0.90909,0.99832,0.99864,0.995,0.98039,0.1576,0.12658,0.78247,0.00026146,0.00026146,0.00026146
375,2932.97,0.28973,0.21738,0.91219,0.99811,0.99864,0.995,0.98469,0.15609,0.12601,0.78204,0.00025948,0.00025948,0.00025948
376,2940.69,0.26935,0.19363,0.89965,0.99775,0.99864,0.995,0.9883,0.15594,0.12223,0.78169,0.0002575,0.0002575,0.0002575
377,2948.51,0.27504,0.2134,0.89989,0.99778,0.99864,0.995,0.98704,0.16097,0.1248,0.78241,0.00025552,0.00025552,0.00025552
378,2956.14,0.27081,0.20374,0.89708,0.99812,0.99864,0.995,0.98466,0.16196,0.12542,0.78323,0.00025354,0.00025354,0.00025354
379,2963.89,0.2751,0.20803,0.9028,0.99825,0.99864,0.995,0.98558,0.15914,0.1216,0.78235,0.00025156,0.00025156,0.00025156
380,2971.5,0.27618,0.20314,0.90009,0.99827,0.99864,0.995,0.98539,0.16123,0.12383,0.78274,0.00024958,0.00024958,0.00024958
381,2979.35,0.28221,0.21101,0.90283,0.99837,0.99864,0.995,0.9866,0.15636,0.12352,0.78135,0.0002476,0.0002476,0.0002476
382,2987.41,0.28453,0.20688,0.90705,0.99838,0.99864,0.995,0.98594,0.15658,0.12109,0.78115,0.00024562,0.00024562,0.00024562
383,2995.47,0.26948,0.20416,0.88802,0.99821,0.99864,0.995,0.98505,0.15401,0.11965,0.78142,0.00024364,0.00024364,0.00024364
384,3003.11,0.26919,0.19959,0.89084,0.99822,0.99864,0.995,0.98412,0.15335,0.12038,0.78063,0.00024166,0.00024166,0.00024166
385,3010.93,0.27411,0.20668,0.90193,0.99793,0.99864,0.995,0.98749,0.15431,0.11941,0.78058,0.00023968,0.00023968,0.00023968
386,3018.64,0.26637,0.20239,0.89694,0.99788,0.99864,0.995,0.98715,0.14886,0.11876,0.77911,0.0002377,0.0002377,0.0002377
387,3026.41,0.28174,0.2114,0.90934,0.99827,0.99864,0.995,0.98561,0.1481,0.11887,0.77983,0.00023572,0.00023572,0.00023572
388,3034.07,0.28027,0.20586,0.91301,0.9982,0.99864,0.995,0.98702,0.15105,0.12079,0.78114,0.00023374,0.00023374,0.00023374
389,3041.75,0.25983,0.19908,0.88634,0.99805,0.99864,0.995,0.98396,0.15793,0.12441,0.78254,0.00023176,0.00023176,0.00023176
390,3049.6,0.26809,0.20337,0.89549,0.9981,0.99864,0.995,0.98404,0.15785,0.12356,0.78243,0.00022978,0.00022978,0.00022978
391,3057.45,0.26339,0.19782,0.90068,0.99789,0.99864,0.995,0.98596,0.15565,0.11969,0.78196,0.0002278,0.0002278,0.0002278
392,3065.32,0.27119,0.20857,0.90829,0.99803,0.99864,0.995,0.98675,0.15432,0.12091,0.78192,0.00022582,0.00022582,0.00022582
393,3073.23,0.26838,0.19822,0.90409,0.99788,0.99864,0.995,0.98829,0.15031,0.12107,0.78052,0.00022384,0.00022384,0.00022384
394,3081.03,0.25539,0.18597,0.88179,0.99787,0.99864,0.995,0.98664,0.15205,0.12063,0.78053,0.00022186,0.00022186,0.00022186
395,3088.71,0.27744,0.2097,0.90279,0.99823,0.99864,0.995,0.98669,0.1526,0.12174,0.78037,0.00021988,0.00021988,0.00021988
396,3096.41,0.28693,0.21235,0.90418,0.99834,0.99864,0.995,0.98646,0.15143,0.12155,0.77967,0.0002179,0.0002179,0.0002179
397,3104.1,0.26236,0.19624,0.89456,0.99822,0.99864,0.995,0.98723,0.15253,0.1214,0.7801,0.00021592,0.00021592,0.00021592
398,3111.88,0.26503,0.19889,0.89844,0.99827,0.99864,0.995,0.98862,0.15069,0.12237,0.77973,0.00021394,0.00021394,0.00021394
399,3119.79,0.25962,0.19545,0.8958,0.9982,0.99864,0.995,0.98816,0.15141,0.12017,0.7801,0.00021196,0.00021196,0.00021196
400,3127.6,0.26857,0.20153,0.88908,0.99841,0.99864,0.995,0.98765,0.15275,0.1223,0.78061,0.00020998,0.00020998,0.00020998
401,3135.35,0.25886,0.18972,0.89095,0.99827,0.99864,0.995,0.98773,0.15128,0.121,0.78016,0.000208,0.000208,0.000208
402,3143.18,0.26513,0.20115,0.89933,0.99839,0.99864,0.995,0.9885,0.15354,0.12046,0.7804,0.00020602,0.00020602,0.00020602
403,3150.94,0.2525,0.18498,0.88611,0.99852,0.99864,0.995,0.98663,0.15321,0.12227,0.77961,0.00020404,0.00020404,0.00020404
404,3158.66,0.26618,0.1973,0.90083,0.99867,0.99864,0.995,0.98763,0.15238,0.12589,0.77959,0.00020206,0.00020206,0.00020206
405,3166.33,0.25856,0.20266,0.89337,0.99846,0.99864,0.995,0.98723,0.15042,0.12209,0.7793,0.00020008,0.00020008,0.00020008
406,3174.14,0.26139,0.19354,0.89926,0.99846,0.99864,0.995,0.98813,0.14864,0.12111,0.77954,0.0001981,0.0001981,0.0001981
407,3182.25,0.25603,0.18978,0.89446,0.99836,0.99864,0.995,0.98672,0.14707,0.11863,0.77944,0.00019612,0.00019612,0.00019612
408,3190.09,0.25859,0.19043,0.89393,0.99835,0.99864,0.995,0.98687,0.14824,0.12002,0.77926,0.00019414,0.00019414,0.00019414
409,3197.81,0.26563,0.20049,0.89236,0.99811,0.99864,0.995,0.9864,0.15062,0.11759,0.7794,0.00019216,0.00019216,0.00019216
410,3205.54,0.26096,0.18662,0.90179,0.9983,0.99864,0.995,0.98681,0.15026,0.11766,0.77886,0.00019018,0.00019018,0.00019018
411,3213.33,0.26618,0.20341,0.90063,0.99815,0.99864,0.995,0.98759,0.14911,0.11772,0.77889,0.0001882,0.0001882,0.0001882
412,3221.01,0.25736,0.19449,0.89572,0.99807,0.99864,0.995,0.98738,0.14858,0.11669,0.77877,0.00018622,0.00018622,0.00018622
413,3228.76,0.25273,0.18897,0.89759,0.99815,0.99864,0.995,0.98459,0.14997,0.11766,0.77926,0.00018424,0.00018424,0.00018424
414,3236.52,0.26625,0.20281,0.89454,0.99843,0.99864,0.995,0.98546,0.14758,0.11771,0.77889,0.00018226,0.00018226,0.00018226
415,3244.21,0.2755,0.20931,0.89376,0.99832,0.99864,0.995,0.987,0.14929,0.11793,0.77893,0.00018028,0.00018028,0.00018028
416,3252.09,0.25706,0.19125,0.89326,0.99834,0.99864,0.995,0.98619,0.14918,0.11777,0.77905,0.0001783,0.0001783,0.0001783
417,3259.96,0.27457,0.20662,0.89129,0.99849,0.99864,0.995,0.98673,0.14602,0.11679,0.77828,0.00017632,0.00017632,0.00017632
418,3267.71,0.2519,0.19608,0.89067,0.99867,0.99864,0.995,0.98751,0.14578,0.11749,0.77802,0.00017434,0.00017434,0.00017434
419,3275.59,0.26131,0.19772,0.90271,0.99868,0.99864,0.995,0.98787,0.14494,0.11736,0.77764,0.00017236,0.00017236,0.00017236
420,3283.25,0.26131,0.19918,0.90216,0.99853,0.99864,0.995,0.98804,0.14363,0.1157,0.77744,0.00017038,0.00017038,0.00017038
421,3290.97,0.25321,0.19176,0.89054,0.99848,0.99864,0.995,0.98904,0.14305,0.11249,0.77729,0.0001684,0.0001684,0.0001684
422,3298.75,0.26045,0.201,0.89088,0.99863,0.99864,0.995,0.9877,0.14447,0.1158,0.77739,0.00016642,0.00016642,0.00016642
423,3306.46,0.26133,0.19511,0.89523,0.99859,0.99864,0.995,0.98757,0.14519,0.1173,0.77775,0.00016444,0.00016444,0.00016444
424,3314.44,0.2531,0.18305,0.88883,0.99854,0.99864,0.995,0.98827,0.14568,0.11614,0.77773,0.00016246,0.00016246,0.00016246
425,3322.28,0.25534,0.19242,0.89106,0.99841,0.99864,0.995,0.98729,0.15008,0.11642,0.77865,0.00016048,0.00016048,0.00016048
426,3330.01,0.25052,0.18657,0.8941,0.99846,0.99864,0.995,0.98646,0.14707,0.11621,0.77852,0.0001585,0.0001585,0.0001585
427,3337.77,0.24658,0.18009,0.8867,0.99858,0.99864,0.995,0.98534,0.14439,0.11482,0.77752,0.00015652,0.00015652,0.00015652
428,3345.76,0.25277,0.18619,0.8917,0.99851,0.99864,0.995,0.98501,0.14431,0.11474,0.77696,0.00015454,0.00015454,0.00015454
429,3353.26,0.24117,0.18624,0.89877,0.99849,0.99864,0.995,0.98469,0.14478,0.11411,0.77694,0.00015256,0.00015256,0.00015256
430,3360.73,0.25521,0.19101,0.89567,0.99844,0.99864,0.995,0.98653,0.14439,0.11281,0.77719,0.00015058,0.00015058,0.00015058
431,3368.33,0.24538,0.18482,0.88552,0.99842,0.99864,0.995,0.98665,0.14444,0.11435,0.77732,0.0001486,0.0001486,0.0001486
432,3375.87,0.25397,0.19204,0.89453,0.99851,0.99864,0.995,0.9855,0.14504,0.11679,0.77779,0.00014662,0.00014662,0.00014662
433,3383.7,0.25462,0.19103,0.89303,0.99837,0.99864,0.995,0.98529,0.14619,0.1171,0.77777,0.00014464,0.00014464,0.00014464
434,3391.12,0.25301,0.18916,0.89294,0.99849,0.99864,0.995,0.98633,0.14183,0.11639,0.77651,0.00014266,0.00014266,0.00014266
435,3398.54,0.25218,0.19297,0.90113,0.99832,0.99864,0.995,0.98781,0.14183,0.11636,0.77605,0.00014068,0.00014068,0.00014068
436,3406.08,0.26529,0.19693,0.9073,0.99833,0.99864,0.995,0.98736,0.14239,0.11344,0.77648,0.0001387,0.0001387,0.0001387
437,3413.65,0.25006,0.19282,0.88674,0.99827,0.99864,0.995,0.98734,0.14428,0.115,0.77702,0.00013672,0.00013672,0.00013672
438,3420.99,0.24515,0.19029,0.88462,0.99823,0.99864,0.995,0.9861,0.14511,0.11522,0.77721,0.00013474,0.00013474,0.00013474
439,3428.56,0.23491,0.17944,0.89077,0.99826,0.99864,0.995,0.98608,0.14503,0.11412,0.77771,0.00013276,0.00013276,0.00013276
440,3436.02,0.23424,0.17708,0.88939,0.99823,0.99864,0.995,0.98639,0.14733,0.11637,0.77807,0.00013078,0.00013078,0.00013078
441,3443.71,0.24975,0.18515,0.88627,0.99815,0.99864,0.995,0.98598,0.14763,0.11644,0.77787,0.0001288,0.0001288,0.0001288
442,3451.57,0.23618,0.17984,0.88464,0.99839,0.99864,0.995,0.98668,0.14438,0.11377,0.77698,0.00012682,0.00012682,0.00012682
443,3459,0.24347,0.18301,0.88128,0.99857,0.99864,0.995,0.98655,0.14465,0.11631,0.77712,0.00012484,0.00012484,0.00012484
444,3466.52,0.24712,0.19141,0.88582,0.99851,0.99864,0.995,0.98603,0.14593,0.11678,0.77751,0.00012286,0.00012286,0.00012286
445,3474.25,0.24849,0.18704,0.88538,0.99851,0.99864,0.995,0.98764,0.14388,0.11281,0.77682,0.00012088,0.00012088,0.00012088
446,3481.66,0.2454,0.18792,0.8874,0.9986,0.99864,0.995,0.98786,0.14478,0.11254,0.7765,0.0001189,0.0001189,0.0001189
447,3489.2,0.25137,0.18952,0.89419,0.99856,0.99864,0.995,0.98897,0.1413,0.11333,0.77619,0.00011692,0.00011692,0.00011692
448,3496.56,0.25766,0.1943,0.89622,0.99852,0.99864,0.995,0.98904,0.14363,0.11446,0.77617,0.00011494,0.00011494,0.00011494
449,3504.05,0.24027,0.18601,0.88457,0.99855,0.99864,0.995,0.98871,0.14119,0.11571,0.77603,0.00011296,0.00011296,0.00011296
450,3511.86,0.24707,0.18722,0.88936,0.99853,0.99864,0.995,0.98724,0.14306,0.11472,0.77677,0.00011098,0.00011098,0.00011098
451,3519.38,0.24693,0.18519,0.89068,0.99848,0.99864,0.995,0.9885,0.14061,0.11339,0.77608,0.000109,0.000109,0.000109
452,3527.06,0.23831,0.18518,0.88956,0.99847,0.99864,0.995,0.98766,0.14207,0.11171,0.77626,0.00010702,0.00010702,0.00010702
453,3534.53,0.23972,0.17578,0.88223,0.99842,0.99864,0.995,0.9859,0.13858,0.11166,0.77521,0.00010504,0.00010504,0.00010504
454,3542.07,0.23782,0.17493,0.88534,0.99847,0.99864,0.995,0.98713,0.13804,0.11128,0.77496,0.00010306,0.00010306,0.00010306
455,3549.64,0.24971,0.18816,0.88591,0.99849,0.99864,0.995,0.98665,0.14041,0.11214,0.77503,0.00010108,0.00010108,0.00010108
456,3557.12,0.24935,0.18602,0.88175,0.99836,0.99864,0.995,0.98796,0.13876,0.11234,0.77478,9.91e-05,9.91e-05,9.91e-05
457,3564.58,0.23089,0.18022,0.88174,0.9982,0.99864,0.995,0.98879,0.13808,0.11276,0.77487,9.712e-05,9.712e-05,9.712e-05
458,3572.03,0.24928,0.19191,0.89831,0.99838,0.99864,0.995,0.98923,0.13938,0.11276,0.77535,9.514e-05,9.514e-05,9.514e-05
459,3579.77,0.23657,0.17549,0.89305,0.99844,0.99864,0.995,0.98841,0.13965,0.11228,0.7756,9.316e-05,9.316e-05,9.316e-05
460,3587.34,0.24667,0.18896,0.88687,0.99842,0.99864,0.995,0.98845,0.13855,0.11021,0.77525,9.118e-05,9.118e-05,9.118e-05
461,3594.75,0.24012,0.18093,0.89258,0.99836,0.99864,0.995,0.98882,0.13857,0.10882,0.7752,8.92e-05,8.92e-05,8.92e-05
462,3602.35,0.23506,0.17334,0.88957,0.99824,0.99864,0.995,0.98765,0.1376,0.10899,0.77513,8.722e-05,8.722e-05,8.722e-05
463,3609.99,0.22581,0.1713,0.87452,0.99818,0.99864,0.995,0.98768,0.13651,0.10929,0.77502,8.524e-05,8.524e-05,8.524e-05
464,3617.52,0.23924,0.17987,0.88782,0.9982,0.99864,0.995,0.98817,0.13626,0.10987,0.77521,8.326e-05,8.326e-05,8.326e-05
465,3624.96,0.24063,0.18161,0.88862,0.99833,0.99864,0.995,0.98844,0.13434,0.11025,0.77444,8.128e-05,8.128e-05,8.128e-05
466,3632.51,0.22896,0.17118,0.88845,0.99837,0.99864,0.995,0.98837,0.13536,0.10818,0.77462,7.93e-05,7.93e-05,7.93e-05
467,3640.08,0.22721,0.17172,0.88681,0.99836,0.99864,0.995,0.98901,0.13588,0.10756,0.77463,7.732e-05,7.732e-05,7.732e-05
468,3647.82,0.24349,0.18445,0.89362,0.99841,0.99864,0.995,0.98866,0.13688,0.10751,0.77476,7.534e-05,7.534e-05,7.534e-05
469,3655.38,0.23199,0.17174,0.88141,0.99846,0.99864,0.995,0.9888,0.13502,0.10732,0.7745,7.336e-05,7.336e-05,7.336e-05
470,3662.85,0.23891,0.18022,0.88232,0.99844,0.99864,0.995,0.98933,0.13503,0.10802,0.77447,7.138e-05,7.138e-05,7.138e-05
471,3670.38,0.2423,0.18595,0.87973,0.99842,0.99864,0.995,0.98826,0.13664,0.10825,0.77459,6.94e-05,6.94e-05,6.94e-05
472,3678.01,0.2211,0.16648,0.87647,0.99843,0.99864,0.995,0.98792,0.13763,0.10854,0.77471,6.742e-05,6.742e-05,6.742e-05
473,3685.58,0.23559,0.17678,0.89082,0.99845,0.99864,0.995,0.98698,0.13631,0.10797,0.77487,6.544e-05,6.544e-05,6.544e-05
474,3693.01,0.23265,0.17658,0.88251,0.99845,0.99864,0.995,0.98633,0.13644,0.10711,0.77498,6.346e-05,6.346e-05,6.346e-05
475,3700.46,0.23208,0.17171,0.88756,0.99841,0.99864,0.995,0.98696,0.13638,0.10631,0.77463,6.148e-05,6.148e-05,6.148e-05
476,3708.11,0.23166,0.17638,0.87989,0.99841,0.99864,0.995,0.98777,0.1365,0.1075,0.77448,5.95e-05,5.95e-05,5.95e-05
477,3715.75,0.23955,0.18195,0.89147,0.99841,0.99864,0.995,0.98856,0.13702,0.10689,0.77424,5.752e-05,5.752e-05,5.752e-05
478,3723.32,0.23845,0.17701,0.8787,0.99843,0.99864,0.995,0.98763,0.13567,0.10652,0.77407,5.554e-05,5.554e-05,5.554e-05
479,3730.83,0.2236,0.16902,0.87973,0.9984,0.99864,0.995,0.98872,0.1354,0.10722,0.7742,5.356e-05,5.356e-05,5.356e-05
480,3738.32,0.23995,0.18107,0.88647,0.99837,0.99864,0.995,0.98749,0.13668,0.10798,0.77453,5.158e-05,5.158e-05,5.158e-05
481,3745.82,0.23271,0.17376,0.88532,0.99837,0.99864,0.995,0.98765,0.13712,0.10872,0.7749,4.96e-05,4.96e-05,4.96e-05
482,3753.43,0.22583,0.17317,0.88464,0.99836,0.99864,0.995,0.98715,0.13706,0.10816,0.77476,4.762e-05,4.762e-05,4.762e-05
483,3760.91,0.23091,0.1729,0.88188,0.9984,0.99864,0.995,0.98679,0.13557,0.10766,0.77448,4.564e-05,4.564e-05,4.564e-05
484,3768.46,0.23636,0.17269,0.882,0.99838,0.99864,0.995,0.98769,0.13479,0.10707,0.77426,4.366e-05,4.366e-05,4.366e-05
485,3776.18,0.24038,0.1863,0.89518,0.99829,0.99864,0.995,0.98759,0.13474,0.10591,0.77419,4.168e-05,4.168e-05,4.168e-05
486,3783.78,0.22927,0.18028,0.88508,0.9983,0.99864,0.995,0.9876,0.13384,0.10534,0.77396,3.97e-05,3.97e-05,3.97e-05
487,3791.26,0.22406,0.17061,0.87984,0.99837,0.99864,0.995,0.98745,0.13449,0.10558,0.77412,3.772e-05,3.772e-05,3.772e-05
488,3798.73,0.23061,0.17625,0.87803,0.99837,0.99864,0.995,0.98853,0.13455,0.10603,0.77413,3.574e-05,3.574e-05,3.574e-05
489,3806.23,0.22946,0.16986,0.88915,0.9984,0.99864,0.995,0.98879,0.13484,0.1056,0.77424,3.376e-05,3.376e-05,3.376e-05
490,3813.73,0.23296,0.17508,0.88767,0.99843,0.99864,0.995,0.98885,0.1342,0.10681,0.77397,3.178e-05,3.178e-05,3.178e-05
491,3850.24,0.13854,0.11648,0.79482,0.99842,0.99864,0.995,0.98771,0.1346,0.10541,0.77379,2.98e-05,2.98e-05,2.98e-05
492,3857.9,0.13315,0.11266,0.79472,0.99843,0.99864,0.995,0.9866,0.13574,0.10846,0.77405,2.782e-05,2.782e-05,2.782e-05
493,3865.84,0.13619,0.11694,0.79352,0.99836,0.99864,0.995,0.98511,0.13812,0.10977,0.7744,2.584e-05,2.584e-05,2.584e-05
494,3873.81,0.13703,0.11299,0.78916,0.99836,0.99864,0.995,0.985,0.1392,0.10909,0.77473,2.386e-05,2.386e-05,2.386e-05
495,3881.52,0.1344,0.11213,0.79329,0.9984,0.99864,0.995,0.98612,0.13847,0.10843,0.77454,2.188e-05,2.188e-05,2.188e-05
496,3889.12,0.13446,0.11229,0.79388,0.9984,0.99864,0.995,0.98559,0.13765,0.10837,0.77427,1.99e-05,1.99e-05,1.99e-05
497,3896.69,0.13674,0.11699,0.79119,0.99841,0.99864,0.995,0.98588,0.13765,0.1086,0.77429,1.792e-05,1.792e-05,1.792e-05
498,3904.32,0.13209,0.11143,0.78761,0.99841,0.99864,0.995,0.98674,0.1372,0.1081,0.77425,1.594e-05,1.594e-05,1.594e-05
499,3912.23,0.13009,0.10867,0.78581,0.99842,0.99864,0.995,0.98782,0.13652,0.10726,0.77415,1.396e-05,1.396e-05,1.396e-05
500,3919.85,0.13078,0.11043,0.78074,0.99841,0.99864,0.995,0.98756,0.13623,0.10699,0.77386,1.198e-05,1.198e-05,1.198e-05
