epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1426.78,0.38687,0.28912,0.93144,0.99691,0.99864,0.995,0.97436,0.2222,0.18227,0.81168,0.00064162,0.00064162,0.00064162
183,1434.51,0.38595,0.282,0.94644,0.99594,0.99864,0.99499,0.97814,0.21583,0.17705,0.80485,0.00063964,0.00063964,0.00063964
184,1442.27,0.3744,0.28215,0.94122,0.99777,0.99864,0.995,0.97459,0.22,0.18458,0.80844,0.00063766,0.00063766,0.00063766
185,1450.17,0.3725,0.28142,0.92862,0.99764,0.99864,0.995,0.97589,0.21709,0.17411,0.80373,0.00063568,0.00063568,0.00063568
186,1457.82,0.37003,0.28323,0.93783,0.9982,0.99864,0.995,0.97817,0.21582,0.16996,0.80568,0.0006337,0.0006337,0.0006337
187,1465.69,0.36397,0.28413,0.9424,0.99675,0.99696,0.995,0.97834,0.21024,0.16554,0.80337,0.00063172,0.00063172,0.00063172
188,1473.76,0.35956,0.28035,0.93604,0.9949,0.98534,0.99473,0.98006,0.20902,0.17762,0.80349,0.00062974,0.00062974,0.00062974
189,1481.45,0.36202,0.26843,0.91601,0.99792,0.99864,0.995,0.9715,0.21561,0.17234,0.80492,0.00062776,0.00062776,0.00062776
190,1489.61,0.38561,0.27829,0.94969,0.99774,0.99864,0.995,0.97856,0.20914,0.16802,0.80371,0.00062578,0.00062578,0.00062578
191,1497.62,0.38284,0.2875,0.94484,0.99504,0.99864,0.995,0.97189,0.21885,0.17646,0.80717,0.0006238,0.0006238,0.0006238
192,1505.48,0.3623,0.2709,0.93904,0.99582,0.99796,0.995,0.97269,0.20765,0.17349,0.80235,0.00062182,0.00062182,0.00062182
193,1513.14,0.36376,0.28053,0.93241,0.99734,0.99864,0.995,0.97502,0.21345,0.181,0.80424,0.00061984,0.00061984,0.00061984
194,1520.84,0.36213,0.28038,0.93321,0.99623,0.99862,0.995,0.97335,0.21662,0.18355,0.80352,0.00061786,0.00061786,0.00061786
195,1528.75,0.38249,0.27543,0.9464,0.99748,0.9983,0.995,0.97566,0.21084,0.17029,0.80266,0.00061588,0.00061588,0.00061588
196,1536.98,0.37146,0.27261,0.94451,0.99791,0.99864,0.995,0.97137,0.22449,0.17034,0.81012,0.0006139,0.0006139,0.0006139
197,1545.04,0.36481,0.2818,0.93169,0.99809,0.99864,0.995,0.97262,0.21989,0.17863,0.81065,0.00061192,0.00061192,0.00061192
198,1552.78,0.38053,0.28338,0.92734,0.99553,0.99864,0.995,0.97792,0.21235,0.1736,0.80347,0.00060994,0.00060994,0.00060994
199,1560.55,0.38502,0.28774,0.94245,0.99771,0.99864,0.995,0.97996,0.20976,0.16856,0.80275,0.00060796,0.00060796,0.00060796
200,1568.18,0.37436,0.28026,0.92739,0.99829,0.99864,0.995,0.97753,0.20784,0.16496,0.80114,0.00060598,0.00060598,0.00060598
201,1576.19,0.36665,0.28186,0.94459,0.99742,0.99864,0.995,0.9768,0.19969,0.16793,0.79868,0.000604,0.000604,0.000604
202,1584.1,0.36792,0.27098,0.94044,0.99483,0.99864,0.995,0.97482,0.2075,0.16002,0.801,0.00060202,0.00060202,0.00060202
203,1592.35,0.35979,0.27247,0.93344,0.99493,0.99768,0.99497,0.98017,0.21252,0.17007,0.80257,0.00060004,0.00060004,0.00060004
204,1600.91,0.38323,0.27946,0.93999,0.99748,0.99729,0.99495,0.98146,0.21084,0.17032,0.80281,0.00059806,0.00059806,0.00059806
205,1609.35,0.37601,0.27986,0.9319,0.99528,0.99649,0.99452,0.97715,0.20348,0.16909,0.79962,0.00059608,0.00059608,0.00059608
206,1617.47,0.3706,0.27822,0.936,0.99715,0.998,0.995,0.98089,0.20823,0.16593,0.80221,0.0005941,0.0005941,0.0005941
207,1625.82,0.35813,0.26251,0.93909,0.99581,0.99677,0.99499,0.97933,0.20578,0.16481,0.80013,0.00059212,0.00059212,0.00059212
208,1633.77,0.3734,0.26596,0.94038,0.99688,0.99864,0.995,0.97798,0.20749,0.16489,0.79796,0.00059014,0.00059014,0.00059014
209,1641.64,0.35483,0.26883,0.92566,0.99777,0.99834,0.995,0.98292,0.19127,0.15803,0.79675,0.00058816,0.00058816,0.00058816
210,1649.36,0.35729,0.27697,0.93062,0.99783,0.99864,0.995,0.9752,0.20693,0.16356,0.80088,0.00058618,0.00058618,0.00058618
211,1657.07,0.35627,0.27234,0.93687,0.99822,0.99395,0.995,0.97992,0.20284,0.16581,0.79931,0.0005842,0.0005842,0.0005842
212,1665.1,0.37713,0.28036,0.94172,0.99816,0.99864,0.995,0.96737,0.22046,0.16569,0.80238,0.00058222,0.00058222,0.00058222
213,1673.26,0.35033,0.25448,0.93431,0.99753,0.99864,0.995,0.9719,0.20835,0.16257,0.80056,0.00058024,0.00058024,0.00058024
214,1681.2,0.35084,0.26352,0.92234,0.99783,0.99864,0.995,0.97205,0.20919,0.16197,0.79861,0.00057826,0.00057826,0.00057826
215,1689,0.3658,0.2822,0.93609,0.99762,0.99864,0.995,0.97835,0.20449,0.15993,0.79667,0.00057628,0.00057628,0.00057628
216,1696.77,0.34525,0.262,0.93429,0.9973,0.9971,0.995,0.98004,0.2069,0.16666,0.79983,0.0005743,0.0005743,0.0005743
217,1704.49,0.36042,0.27123,0.94148,0.99811,0.99864,0.995,0.98062,0.2014,0.16258,0.79807,0.00057232,0.00057232,0.00057232
218,1712.41,0.35377,0.2584,0.94344,0.99812,0.99864,0.995,0.97873,0.19825,0.15541,0.79825,0.00057034,0.00057034,0.00057034
219,1720.26,0.37337,0.27335,0.94601,0.99562,0.99718,0.995,0.97734,0.20528,0.16323,0.80254,0.00056836,0.00056836,0.00056836
220,1728.26,0.35207,0.25245,0.93074,0.99696,0.99864,0.995,0.97958,0.19603,0.15632,0.7963,0.00056638,0.00056638,0.00056638
221,1736.53,0.35524,0.26879,0.93574,0.99679,0.99864,0.995,0.9748,0.20266,0.16028,0.79778,0.0005644,0.0005644,0.0005644
222,1744.45,0.34332,0.25225,0.93036,0.99698,0.99864,0.995,0.97795,0.20135,0.15959,0.79695,0.00056242,0.00056242,0.00056242
223,1752.39,0.34492,0.25622,0.93267,0.99726,0.99864,0.995,0.98228,0.19629,0.1523,0.79534,0.00056044,0.00056044,0.00056044
224,1760.32,0.36923,0.27462,0.94601,0.99742,0.99864,0.995,0.97629,0.19825,0.16036,0.7965,0.00055846,0.00055846,0.00055846
225,1768.25,0.36497,0.2791,0.92139,0.99754,0.99864,0.995,0.97828,0.20343,0.15874,0.79841,0.00055648,0.00055648,0.00055648
226,1776.29,0.35163,0.27113,0.92596,0.99484,0.99864,0.995,0.97702,0.20098,0.16039,0.79876,0.0005545,0.0005545,0.0005545
227,1784.72,0.35876,0.27515,0.92661,0.99752,0.99864,0.995,0.97988,0.19866,0.15828,0.79964,0.00055252,0.00055252,0.00055252
228,1792.42,0.35288,0.27226,0.93177,0.99794,0.99864,0.995,0.97636,0.20244,0.15559,0.79933,0.00055054,0.00055054,0.00055054
229,1800.25,0.34513,0.25846,0.92617,0.99818,0.99864,0.995,0.98083,0.18958,0.15279,0.79486,0.00054856,0.00054856,0.00054856
230,1807.85,0.33866,0.2644,0.92786,0.99751,0.99864,0.995,0.97714,0.19915,0.15959,0.79754,0.00054658,0.00054658,0.00054658
231,1815.5,0.35214,0.2568,0.9269,0.99821,0.99864,0.995,0.97693,0.21131,0.15972,0.80174,0.0005446,0.0005446,0.0005446
232,1823.25,0.34241,0.25795,0.92291,0.99826,0.99864,0.995,0.98042,0.19898,0.15614,0.7959,0.00054262,0.00054262,0.00054262
233,1830.9,0.35406,0.26563,0.92812,0.99843,0.99864,0.995,0.98169,0.19999,0.15593,0.79829,0.00054064,0.00054064,0.00054064
234,1838.39,0.34743,0.25557,0.9271,0.99827,0.99864,0.995,0.98329,0.20669,0.15896,0.80128,0.00053866,0.00053866,0.00053866
235,1845.97,0.35406,0.26115,0.92964,0.9978,0.99864,0.995,0.98155,0.19418,0.15201,0.79736,0.00053668,0.00053668,0.00053668
236,1853.6,0.35453,0.25458,0.93126,0.99732,0.99864,0.995,0.97968,0.20351,0.15983,0.79991,0.0005347,0.0005347,0.0005347
237,1861.29,0.35129,0.25917,0.93114,0.99644,0.99864,0.995,0.98053,0.20033,0.16188,0.8,0.00053272,0.00053272,0.00053272
238,1869.24,0.36737,0.27238,0.93854,0.99703,0.99864,0.995,0.98147,0.20276,0.15853,0.79874,0.00053074,0.00053074,0.00053074
239,1876.84,0.32861,0.24394,0.9274,0.99756,0.99864,0.995,0.98091,0.19456,0.15353,0.79836,0.00052876,0.00052876,0.00052876
240,1884.29,0.33609,0.2491,0.92372,0.99782,0.99864,0.995,0.98103,0.18758,0.15112,0.79545,0.00052678,0.00052678,0.00052678
241,1891.92,0.33462,0.24593,0.91852,0.99815,0.99864,0.995,0.98214,0.1924,0.14748,0.79538,0.0005248,0.0005248,0.0005248
242,1899.5,0.35001,0.26001,0.93091,0.99681,0.99864,0.995,0.98099,0.20047,0.16209,0.80144,0.00052282,0.00052282,0.00052282
243,1907.38,0.3331,0.2517,0.91882,0.99581,0.99864,0.995,0.98016,0.19762,0.16184,0.80093,0.00052084,0.00052084,0.00052084
244,1915.11,0.36387,0.2574,0.94482,0.99725,0.99747,0.995,0.98457,0.1962,0.15735,0.80039,0.00051886,0.00051886,0.00051886
245,1922.91,0.36278,0.26292,0.93877,0.99797,0.99864,0.995,0.98044,0.20041,0.16119,0.80069,0.00051688,0.00051688,0.00051688
246,1931.07,0.33063,0.24432,0.9161,0.99715,0.99864,0.995,0.98012,0.19205,0.15753,0.79811,0.0005149,0.0005149,0.0005149
247,1938.94,0.33485,0.25742,0.92515,0.99825,0.99834,0.995,0.98297,0.19072,0.1586,0.79974,0.00051292,0.00051292,0.00051292
248,1946.78,0.34449,0.25342,0.93548,0.99816,0.99852,0.995,0.9841,0.19711,0.15789,0.79944,0.00051094,0.00051094,0.00051094
249,1954.41,0.34941,0.25861,0.93147,0.9972,0.99864,0.995,0.9812,0.19603,0.15621,0.79771,0.00050896,0.00050896,0.00050896
250,1961.87,0.34159,0.24606,0.93057,0.99665,0.99864,0.995,0.98395,0.18686,0.15155,0.79293,0.00050698,0.00050698,0.00050698
251,1969.41,0.32407,0.24866,0.91975,0.99391,0.99864,0.99496,0.98439,0.18888,0.14846,0.79478,0.000505,0.000505,0.000505
252,1976.93,0.33527,0.24712,0.93063,0.99645,0.99864,0.99499,0.97966,0.18971,0.15396,0.79409,0.00050302,0.00050302,0.00050302
253,1984.45,0.32793,0.24513,0.91475,0.99727,0.99852,0.995,0.9853,0.18743,0.14668,0.79368,0.00050104,0.00050104,0.00050104
254,1991.99,0.33848,0.23985,0.91765,0.99728,0.99864,0.995,0.9797,0.18942,0.15151,0.79488,0.00049906,0.00049906,0.00049906
255,1999.95,0.32227,0.24366,0.91492,0.99466,0.99864,0.995,0.98078,0.18552,0.15522,0.79431,0.00049708,0.00049708,0.00049708
256,2007.56,0.33395,0.24998,0.92053,0.99794,0.99864,0.995,0.98158,0.18137,0.14656,0.79133,0.0004951,0.0004951,0.0004951
257,2015.24,0.34192,0.25306,0.9249,0.99814,0.99864,0.995,0.98137,0.18761,0.14878,0.79341,0.00049312,0.00049312,0.00049312
258,2022.81,0.35566,0.25314,0.93427,0.99776,0.99864,0.995,0.97915,0.17928,0.14942,0.79023,0.00049114,0.00049114,0.00049114
259,2030.54,0.34472,0.24888,0.92611,0.99616,0.99864,0.995,0.98342,0.184,0.15455,0.79261,0.00048916,0.00048916,0.00048916
260,2038.3,0.32823,0.2441,0.92113,0.99686,0.99864,0.995,0.98026,0.18287,0.14953,0.79415,0.00048718,0.00048718,0.00048718
261,2046.07,0.32664,0.24306,0.92935,0.99781,0.99864,0.995,0.98218,0.18358,0.1435,0.79185,0.0004852,0.0004852,0.0004852
262,2053.66,0.33093,0.24329,0.92631,0.99758,0.99864,0.995,0.98203,0.18837,0.14686,0.79335,0.00048322,0.00048322,0.00048322
263,2061.81,0.34273,0.24645,0.92594,0.9978,0.99864,0.995,0.97931,0.1832,0.14878,0.79389,0.00048124,0.00048124,0.00048124
264,2069.55,0.33992,0.25708,0.92149,0.99743,0.99864,0.995,0.97719,0.18992,0.14964,0.79385,0.00047926,0.00047926,0.00047926
265,2077.21,0.32915,0.24036,0.91433,0.99817,0.99864,0.995,0.98182,0.18589,0.14844,0.79332,0.00047728,0.00047728,0.00047728
266,2084.68,0.33553,0.25124,0.92464,0.99825,0.99864,0.995,0.98181,0.19033,0.15556,0.79432,0.0004753,0.0004753,0.0004753
267,2092.29,0.32521,0.24058,0.92397,0.99779,0.998,0.995,0.98224,0.18209,0.14758,0.79129,0.00047332,0.00047332,0.00047332
268,2099.81,0.33006,0.24994,0.92386,0.99539,0.99787,0.995,0.97982,0.19059,0.14772,0.7939,0.00047134,0.00047134,0.00047134
269,2107.54,0.3306,0.2446,0.92113,0.99638,0.99681,0.995,0.98235,0.18986,0.14863,0.79545,0.00046936,0.00046936,0.00046936
270,2115.27,0.34166,0.2541,0.92288,0.99804,0.99864,0.995,0.98036,0.19066,0.1508,0.7947,0.00046738,0.00046738,0.00046738
271,2122.86,0.33359,0.24114,0.92743,0.99826,0.99864,0.995,0.98026,0.18221,0.14228,0.79073,0.0004654,0.0004654,0.0004654
272,2130.94,0.33587,0.25635,0.92719,0.99818,0.99864,0.995,0.98246,0.17891,0.14261,0.78964,0.00046342,0.00046342,0.00046342
273,2138.82,0.33805,0.24242,0.9213,0.9962,0.99864,0.995,0.9842,0.17803,0.14056,0.79083,0.00046144,0.00046144,0.00046144
274,2146.61,0.33782,0.23924,0.91757,0.99814,0.99864,0.995,0.98293,0.1885,0.1437,0.79284,0.00045946,0.00045946,0.00045946
275,2154.23,0.31037,0.23995,0.91841,0.99797,0.99864,0.995,0.984,0.17625,0.14427,0.79177,0.00045748,0.00045748,0.00045748
276,2162.35,0.32733,0.24612,0.91982,0.99681,0.99864,0.995,0.98672,0.17422,0.1409,0.79048,0.0004555,0.0004555,0.0004555
277,2170.24,0.32408,0.23988,0.91845,0.9972,0.99864,0.995,0.9807,0.17538,0.14357,0.78966,0.00045352,0.00045352,0.00045352
278,2178.47,0.32867,0.24482,0.91947,0.99804,0.99864,0.995,0.97979,0.18442,0.14466,0.79195,0.00045154,0.00045154,0.00045154
279,2186.4,0.34007,0.25508,0.93631,0.99783,0.99864,0.995,0.98217,0.18099,0.14391,0.79189,0.00044956,0.00044956,0.00044956
280,2194.47,0.32418,0.23356,0.92479,0.99776,0.99864,0.995,0.98092,0.18464,0.14034,0.79232,0.00044758,0.00044758,0.00044758
281,2202.27,0.32465,0.2424,0.91967,0.99797,0.99864,0.995,0.98218,0.17818,0.14259,0.79117,0.0004456,0.0004456,0.0004456
282,2210.03,0.32064,0.24318,0.92418,0.99763,0.99864,0.995,0.98219,0.17938,0.14342,0.79044,0.00044362,0.00044362,0.00044362
283,2218,0.31905,0.23306,0.9095,0.99655,0.99864,0.995,0.98237,0.18283,0.14384,0.7901,0.00044164,0.00044164,0.00044164
284,2226.12,0.31819,0.2398,0.92516,0.99578,0.99864,0.995,0.98177,0.18305,0.14872,0.79183,0.00043966,0.00043966,0.00043966
285,2233.92,0.33036,0.24442,0.92804,0.99737,0.99864,0.995,0.98306,0.18575,0.14532,0.79106,0.00043768,0.00043768,0.00043768
286,2241.5,0.31855,0.23013,0.9169,0.99717,0.99864,0.995,0.98272,0.18574,0.14355,0.79099,0.0004357,0.0004357,0.0004357
287,2249.35,0.32258,0.2369,0.92967,0.99719,0.99863,0.995,0.98464,0.18298,0.14181,0.79093,0.00043372,0.00043372,0.00043372
288,2256.98,0.31235,0.23697,0.91985,0.99812,0.99864,0.995,0.98559,0.17977,0.14058,0.79001,0.00043174,0.00043174,0.00043174
289,2264.82,0.32351,0.23032,0.9169,0.99792,0.99864,0.995,0.9822,0.18183,0.14662,0.79008,0.00042976,0.00042976,0.00042976
290,2272.33,0.32546,0.24026,0.92018,0.99794,0.99864,0.995,0.98141,0.18271,0.14339,0.79127,0.00042778,0.00042778,0.00042778
291,2279.88,0.32315,0.23693,0.92585,0.99799,0.99864,0.995,0.98527,0.19186,0.14446,0.79393,0.0004258,0.0004258,0.0004258
292,2287.52,0.33918,0.25555,0.93232,0.99734,0.99864,0.995,0.98684,0.18829,0.14579,0.79306,0.00042382,0.00042382,0.00042382
293,2295.07,0.30511,0.22836,0.91306,0.99751,0.99864,0.995,0.98563,0.17972,0.14253,0.78964,0.00042184,0.00042184,0.00042184
294,2302.68,0.29175,0.228,0.90522,0.99793,0.99864,0.995,0.98628,0.17115,0.14204,0.78732,0.00041986,0.00041986,0.00041986
295,2310.43,0.32282,0.23437,0.91839,0.99743,0.99864,0.995,0.98503,0.17713,0.14066,0.78827,0.00041788,0.00041788,0.00041788
296,2317.93,0.31944,0.23874,0.91867,0.99786,0.99864,0.995,0.98334,0.17649,0.13804,0.78857,0.0004159,0.0004159,0.0004159
297,2325.87,0.30632,0.22604,0.91043,0.99794,0.99864,0.995,0.98409,0.17751,0.13863,0.78893,0.00041392,0.00041392,0.00041392
298,2333.62,0.30519,0.22601,0.9029,0.99804,0.99864,0.995,0.98132,0.17993,0.13673,0.78709,0.00041194,0.00041194,0.00041194
299,2341.21,0.31045,0.22692,0.92182,0.99682,0.99864,0.995,0.98106,0.1764,0.13617,0.78636,0.00040996,0.00040996,0.00040996
300,2348.79,0.30345,0.22701,0.90937,0.99727,0.99864,0.995,0.9845,0.17242,0.13469,0.78577,0.00040798,0.00040798,0.00040798
301,2356.38,0.30508,0.234,0.90693,0.99541,0.99453,0.995,0.98358,0.17208,0.13847,0.78515,0.000406,0.000406,0.000406
302,2364,0.3283,0.2396,0.93082,0.99812,0.99864,0.995,0.98506,0.17783,0.13665,0.78544,0.00040402,0.00040402,0.00040402
303,2371.64,0.31288,0.23715,0.91057,0.9981,0.99864,0.995,0.98765,0.17579,0.13899,0.7873,0.00040204,0.00040204,0.00040204
304,2379.15,0.30273,0.22602,0.91102,0.99832,0.99864,0.995,0.98347,0.17295,0.14073,0.78791,0.00040006,0.00040006,0.00040006
305,2386.73,0.31343,0.22498,0.92438,0.99828,0.99864,0.995,0.98533,0.17865,0.14123,0.78804,0.00039808,0.00039808,0.00039808
306,2394.6,0.30583,0.23187,0.91834,0.99784,0.99864,0.995,0.9832,0.17731,0.14177,0.78864,0.0003961,0.0003961,0.0003961
307,2402.3,0.30381,0.22984,0.91357,0.99832,0.99864,0.995,0.98416,0.17866,0.13742,0.78929,0.00039412,0.00039412,0.00039412
308,2409.76,0.29907,0.22856,0.91164,0.99759,0.99864,0.995,0.98426,0.17518,0.13972,0.78809,0.00039214,0.00039214,0.00039214
309,2417.57,0.31826,0.23231,0.91138,0.99589,0.99864,0.995,0.98374,0.17745,0.13555,0.78977,0.00039016,0.00039016,0.00039016
310,2425.08,0.32416,0.2477,0.91826,0.99634,0.99864,0.995,0.97946,0.18106,0.14154,0.79093,0.00038818,0.00038818,0.00038818
311,2432.68,0.31315,0.23201,0.91649,0.9974,0.99864,0.995,0.98081,0.17764,0.13553,0.78918,0.0003862,0.0003862,0.0003862
312,2440.34,0.30827,0.22821,0.91792,0.99816,0.99864,0.995,0.98267,0.17881,0.13666,0.78942,0.00038422,0.00038422,0.00038422
313,2447.94,0.30278,0.2238,0.90978,0.9984,0.99864,0.995,0.98417,0.17649,0.13495,0.789,0.00038224,0.00038224,0.00038224
314,2455.57,0.31377,0.23129,0.91346,0.99695,0.99864,0.995,0.98346,0.1763,0.13594,0.78866,0.00038026,0.00038026,0.00038026
315,2463.45,0.30745,0.22186,0.92389,0.99801,0.99864,0.995,0.9876,0.16699,0.13183,0.78607,0.00037828,0.00037828,0.00037828
316,2471.18,0.30934,0.22397,0.90077,0.99772,0.99864,0.995,0.98689,0.17004,0.13208,0.7859,0.0003763,0.0003763,0.0003763
317,2478.82,0.303,0.23003,0.91465,0.99714,0.99864,0.995,0.98549,0.16927,0.13342,0.78569,0.00037432,0.00037432,0.00037432
318,2486.59,0.30718,0.2284,0.90691,0.99751,0.99864,0.995,0.98544,0.16923,0.13384,0.78544,0.00037234,0.00037234,0.00037234
319,2494.16,0.3108,0.23062,0.90933,0.99853,0.99864,0.995,0.98573,0.1665,0.13597,0.78521,0.00037036,0.00037036,0.00037036
320,2501.84,0.30212,0.2286,0.91129,0.99822,0.99864,0.995,0.9855,0.17242,0.13261,0.78658,0.00036838,0.00036838,0.00036838
321,2509.79,0.30028,0.22848,0.91592,0.99825,0.99864,0.995,0.98553,0.17001,0.13175,0.78737,0.0003664,0.0003664,0.0003664
322,2517.47,0.30379,0.2248,0.9098,0.99822,0.99864,0.995,0.98475,0.17537,0.13637,0.78811,0.00036442,0.00036442,0.00036442
323,2525.47,0.32455,0.23812,0.92989,0.9981,0.99864,0.995,0.98456,0.17565,0.14006,0.78795,0.00036244,0.00036244,0.00036244
324,2533.43,0.29437,0.21805,0.90293,0.99797,0.9983,0.995,0.98758,0.17131,0.13669,0.7883,0.00036046,0.00036046,0.00036046
325,2541.21,0.29508,0.22836,0.91131,0.99847,0.99864,0.995,0.98782,0.17085,0.13577,0.7885,0.00035848,0.00035848,0.00035848
326,2549.03,0.28498,0.22128,0.90508,0.99812,0.99864,0.995,0.98278,0.17157,0.1368,0.78822,0.0003565,0.0003565,0.0003565
327,2556.74,0.2952,0.2212,0.91123,0.99852,0.99864,0.995,0.98517,0.16718,0.134,0.7871,0.00035452,0.00035452,0.00035452
328,2564.34,0.30523,0.23566,0.906,0.99837,0.99864,0.995,0.9861,0.16915,0.13656,0.78685,0.00035254,0.00035254,0.00035254
329,2572.01,0.29293,0.21866,0.90308,0.99839,0.99864,0.995,0.98772,0.16547,0.13137,0.78477,0.00035056,0.00035056,0.00035056
330,2579.66,0.29713,0.2186,0.91375,0.99854,0.99864,0.995,0.9837,0.16921,0.13189,0.78451,0.00034858,0.00034858,0.00034858
331,2587.4,0.30481,0.2227,0.91143,0.9985,0.99864,0.995,0.98171,0.16916,0.1351,0.78519,0.0003466,0.0003466,0.0003466
332,2595.24,0.30682,0.22373,0.91642,0.99839,0.99864,0.995,0.98311,0.16955,0.13486,0.78631,0.00034462,0.00034462,0.00034462
333,2602.9,0.29552,0.22224,0.91392,0.99831,0.99864,0.995,0.98532,0.16302,0.13067,0.78396,0.00034264,0.00034264,0.00034264
334,2610.74,0.30074,0.22439,0.907,0.99819,0.99864,0.995,0.98472,0.16574,0.13306,0.78517,0.00034066,0.00034066,0.00034066
335,2618.48,0.31193,0.23037,0.91436,0.99843,0.99864,0.995,0.98615,0.16179,0.13119,0.78479,0.00033868,0.00033868,0.00033868
336,2626.03,0.2911,0.21134,0.90792,0.9981,0.99864,0.995,0.98774,0.16866,0.12899,0.78393,0.0003367,0.0003367,0.0003367
337,2633.7,0.31179,0.22539,0.92006,0.99771,0.99864,0.995,0.98748,0.16109,0.1296,0.78296,0.00033472,0.00033472,0.00033472
338,2641.5,0.29969,0.22015,0.90816,0.99821,0.99864,0.995,0.98415,0.16461,0.13095,0.78351,0.00033274,0.00033274,0.00033274
339,2649.08,0.29334,0.22122,0.89622,0.9971,0.99864,0.995,0.98627,0.16632,0.13197,0.78542,0.00033076,0.00033076,0.00033076
340,2657.02,0.28588,0.21572,0.90675,0.99798,0.99864,0.995,0.98591,0.16603,0.1315,0.78492,0.00032878,0.00032878,0.00032878
341,2665.06,0.29678,0.21747,0.89824,0.9984,0.99864,0.995,0.98699,0.16469,0.13151,0.78485,0.0003268,0.0003268,0.0003268
342,2673.23,0.27417,0.20514,0.89021,0.99833,0.99864,0.995,0.98585,0.16693,0.13177,0.78522,0.00032482,0.00032482,0.00032482
343,2681.17,0.29732,0.21955,0.9053,0.99841,0.99864,0.995,0.98498,0.16873,0.13844,0.78618,0.00032284,0.00032284,0.00032284
344,2689.13,0.29308,0.21343,0.9112,0.99803,0.99864,0.995,0.9827,0.16488,0.13478,0.7847,0.00032086,0.00032086,0.00032086
345,2697.35,0.28797,0.21288,0.90268,0.99814,0.99864,0.995,0.98337,0.16543,0.13278,0.78399,0.00031888,0.00031888,0.00031888
346,2705.28,0.28105,0.20995,0.8993,0.99816,0.99864,0.995,0.98509,0.16211,0.12886,0.78363,0.0003169,0.0003169,0.0003169
347,2713.47,0.30523,0.22722,0.9108,0.99821,0.99864,0.995,0.98177,0.16112,0.12778,0.78314,0.00031492,0.00031492,0.00031492
348,2721.6,0.28971,0.21514,0.89074,0.9982,0.99864,0.995,0.98204,0.1614,0.1282,0.78423,0.00031294,0.00031294,0.00031294
349,2729.64,0.30915,0.22782,0.91705,0.99807,0.99864,0.995,0.98445,0.16212,0.13135,0.78453,0.00031096,0.00031096,0.00031096
350,2737.65,0.2871,0.21871,0.90605,0.99833,0.99864,0.995,0.98473,0.16125,0.12648,0.78361,0.00030898,0.00030898,0.00030898
351,2745.48,0.28092,0.21128,0.90125,0.99782,0.99864,0.995,0.98579,0.15956,0.12807,0.78354,0.000307,0.000307,0.000307
352,2753.37,0.28882,0.21092,0.91321,0.99796,0.99864,0.995,0.9827,0.16174,0.12924,0.78389,0.00030502,0.00030502,0.00030502
353,2761.24,0.2815,0.20669,0.90181,0.99839,0.99864,0.995,0.98417,0.16282,0.1316,0.78426,0.00030304,0.00030304,0.00030304
354,2769.02,0.29661,0.22306,0.9115,0.9984,0.99864,0.995,0.98242,0.16222,0.12832,0.78432,0.00030106,0.00030106,0.00030106
355,2776.82,0.28794,0.21153,0.90399,0.99835,0.99864,0.995,0.98114,0.16209,0.12744,0.78384,0.00029908,0.00029908,0.00029908
356,2784.68,0.28373,0.21655,0.91099,0.99822,0.99864,0.995,0.98172,0.16033,0.13019,0.7831,0.0002971,0.0002971,0.0002971
357,2792.67,0.27435,0.21086,0.89117,0.99805,0.99864,0.995,0.98633,0.15992,0.12711,0.78181,0.00029512,0.00029512,0.00029512
358,2800.46,0.26239,0.19688,0.88962,0.99806,0.99864,0.995,0.98545,0.16146,0.12639,0.78293,0.00029314,0.00029314,0.00029314
359,2808.22,0.28886,0.20848,0.90936,0.99836,0.99864,0.995,0.98508,0.15583,0.12452,0.78176,0.00029116,0.00029116,0.00029116
360,2816.08,0.27788,0.2121,0.90434,0.99827,0.99864,0.995,0.98416,0.15582,0.12636,0.78191,0.00028918,0.00028918,0.00028918
361,2823.78,0.27368,0.20777,0.90491,0.99824,0.99864,0.995,0.98452,0.16014,0.1246,0.78353,0.0002872,0.0002872,0.0002872
362,2831.53,0.28056,0.19651,0.89925,0.99822,0.99864,0.995,0.98289,0.16461,0.12679,0.78476,0.00028522,0.00028522,0.00028522
363,2839.29,0.29284,0.22022,0.90299,0.99815,0.99864,0.995,0.98295,0.16365,0.1276,0.78387,0.00028324,0.00028324,0.00028324
364,2847.12,0.26314,0.19769,0.8936,0.99813,0.99864,0.995,0.9829,0.16038,0.12378,0.78335,0.00028126,0.00028126,0.00028126
365,2855.11,0.28739,0.21552,0.91046,0.99834,0.99864,0.995,0.98302,0.15569,0.12223,0.78263,0.00027928,0.00027928,0.00027928
366,2862.78,0.268,0.20302,0.90588,0.99828,0.99864,0.995,0.98368,0.15759,0.12156,0.78283,0.0002773,0.0002773,0.0002773
367,2870.69,0.27916,0.20998,0.90097,0.99811,0.99864,0.995,0.98584,0.15864,0.12037,0.78271,0.00027532,0.00027532,0.00027532
368,2878.44,0.29109,0.21751,0.89965,0.99816,0.99864,0.995,0.9848,0.15693,0.12199,0.78289,0.00027334,0.00027334,0.00027334
369,2886.22,0.27929,0.21651,0.8977,0.99828,0.99864,0.995,0.98596,0.15649,0.12044,0.78215,0.00027136,0.00027136,0.00027136
